Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700540A
Comment,
Iridium IMEI,300434062291800

Report Period Begins,2019.04.08 08:00:10
Report Period Ends,2021.06.21 00:01:15

Report File Number,1 of 1
File Coverage Begins,2019.04.08 08:00:10
File Coverage Ends,2021.06.21 00:01:15

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2019.04.08 08:00:10,2019.04.08 08:00:00,,,,2019.04.08 08:00:10,Resolved QFP,66.480582,-151.687839,5W,7374092,558428,201,,2.4,0x040A4280,6,,,,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.08 12:00:00,2019.04.08 12:00:00,,,,,,,,,,,,,,,,,,8,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.08 12:00:09,2019.04.08 12:00:00,,,,2019.04.08 12:00:09,Resolved QFP,66.434496,-151.785277,5W,7368868,554190,179,,1.9,0x80272005,8,,,,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.08 16:00:00,2019.04.08 16:00:00,,,,,,,,,,,,,,,,,,8,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.08 16:00:48,2019.04.08 16:00:00,,,,2019.04.08 16:00:48,Succeeded,66.425942,-151.927083,5W,7367799,547881,,10.50,,,,48,,,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.08 20:00:00,2019.04.08 20:00:00,,,,,,,,,,,,,,,,,,26,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.08 20:00:10,2019.04.08 20:00:00,,,,2019.04.08 20:00:10,Resolved QFP,66.460973,-151.996147,5W,7371652,544736,185,,1.6,0x280854C0,8,,,,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.09 00:00:00,2019.04.09 00:00:00,,,,,,,,,,,,,,,,,,19,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.09 00:00:10,2019.04.09 00:00:00,,,,2019.04.09 00:00:10,Resolved QFP,66.467466,-152.002866,5W,7372371,544425,215,,1.2,0x01A50824,8,,,,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.09 03:10:00,2019.04.09 03:00:00,,,,,,,,,,,,,,,,,18,,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.09 04:00:00,2019.04.09 04:00:00,,,,,,,,,,,,,,,,,,18,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.09 04:00:10,2019.04.09 04:00:00,,,,2019.04.09 04:00:10,Resolved QFP,66.468770,-152.007441,5W,7372513,544219,198,,1.1,0x53408112,9,,,,,2019.04.10 04:00:19,1,,,,Primary,No,
2019.04.09 08:00:00,2019.04.09 08:00:00,,,,,,,,,,,,,,,,,,26,,2019.04.10 04:00:19,1,,,,Primary,No,
