Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700520A
Comment,
Iridium IMEI,300434062293830

Report Period Begins,2018.03.28 22:04:20
Report Period Ends,2019.03.27 07:29:35

Report File Number,1 of 1
File Coverage Begins,2018.03.28 22:04:20
File Coverage Ends,2019.03.27 07:29:35

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.03.28 22:04:20,2018.03.28 22:04:20,,,,,,,,,,,,,,,,,,5,,2018.03.28 22:09:32,1,,,,,Yes,
2018.03.28 22:05:14,2018.03.28 22:04:20,,,,2018.03.28 22:05:14,Succeeded,65.225858,-157.079017,4W,7234994,589811,,13.66,,,,,,,,2018.03.28 22:09:32,1,,,,,Yes,
2018.03.28 22:09:20,2018.03.28 22:04:20,,,,,,,,,,,,,,,,,17,,,2018.03.28 22:09:32,1,,,,,Yes,
2018.03.28 22:09:32,2018.03.28 22:09:32,,,,,,,,,,,,,,,,,,,Hit,2018.03.28 22:09:32,1,,,,,Yes,
2018.03.28 22:09:32,2018.03.28 22:09:32,9,65.25784,-157.03756,,,,,,,,,,,,,,,,,2018.03.28 22:09:32,,,,,,,
2018.03.29 00:00:00,2018.03.29 00:00:00,,,,,,,,,,,,,,,,,,26,,2018.03.31 00:00:42,1,,,,Primary,No,
2018.03.29 00:00:12,2018.03.29 00:00:00,,,,2018.03.29 00:00:12,Resolved QFP,65.226474,-157.079124,4W,7235062,589804,83,,0.9,0x08874A01,9,,,,,2018.03.31 00:00:42,1,,,,Primary,No,
2018.03.29 02:10:00,2018.03.29 02:00:00,,,,,,,,,,,,,,,,,0,,,2018.03.31 00:00:42,1,,,,Primary,No,
2018.03.29 04:00:00,2018.03.29 04:00:00,,,,,,,,,,,,,,,,,,16,,2018.03.31 00:00:42,1,,,,Primary,No,
2018.03.29 04:00:20,2018.03.29 04:00:00,,,,2018.03.29 04:00:20,Resolved QFP,65.225654,-157.078515,4W,7234972,589835,82,,2.4,0x53000802,6,,,,,2018.03.31 00:00:42,1,,,,Primary,No,
2018.03.29 08:00:00,2018.03.29 08:00:00,,,,,,,,,,,,,,,,,,13,,2018.03.31 00:00:42,1,,,,Primary,No,
2018.03.29 08:00:09,2018.03.29 08:00:00,,,,2018.03.29 08:00:09,Resolved QFP,65.227362,-157.078159,4W,7235162,589846,83,,1.4,0x0618C040,7,,,,,2018.03.31 00:00:42,1,,,,Primary,No,
2018.03.29 12:00:00,2018.03.29 12:00:00,,,,,,,,,,,,,,,,,,10,,2018.03.31 00:00:42,1,,,,Primary,No,
2018.03.29 12:00:09,2018.03.29 12:00:00,,,,2018.03.29 12:00:09,Resolved QFP,65.227456,-157.077909,4W,7235173,589857,117,,1.7,0x80232201,7,,,,,2018.03.31 00:00:42,1,,,,Primary,No,
