Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704744A
Comment,
Iridium IMEI,300434063149940

Report Period Begins,2018.11.28 18:30:00
Report Period Ends,2018.11.28 21:03:28

Report File Number,1 of 1
File Coverage Begins,2018.11.28 18:30:00
File Coverage Ends,2018.11.28 21:03:28

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.28 18:30:00,2018.11.28 18:30:00,,,,,,,,,,,,,,,,,,30,,2018.11.28 18:53:23,1,,,,Roof Test,No,
2018.11.28 18:30:11,2018.11.28 18:30:00,,,,2018.11.28 18:30:11,Resolved QFP,33.384373,-111.811115,12S,3694194,424558,388,,1.3,0x44880280,6,,,,,2018.11.28 18:53:23,1,,,,Roof Test,No,
2018.11.28 18:45:00,2018.11.28 18:45:00,,,,,,,,,,,,,,,,,,33,,2018.11.28 18:53:23,1,,,,Roof Test,No,
2018.11.28 18:45:13,2018.11.28 18:45:00,,,,2018.11.28 18:45:13,Resolved QFP,33.384290,-111.810970,12S,3694184,424572,380,,0.9,0xC4982600,9,,,,,2018.11.28 18:53:23,1,,,,Roof Test,No,
2018.11.28 18:53:23,2018.11.28 18:53:23,4,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.28 18:53:23,,,,,,,
2018.11.28 18:53:23,2018.11.28 18:53:23,,,,,,,,,,,,,,,,,,,Hit,2018.11.28 18:53:23,1,No,No,,,No,
2018.11.28 19:00:00,2018.11.28 19:00:00,,,,,,,,,,,,,,,,,,35,,2018.11.28 19:23:27,1,,,,Roof Test,No,
2018.11.28 19:00:11,2018.11.28 19:00:00,,,,2018.11.28 19:00:11,Resolved QFP,33.384340,-111.811008,12S,3694190,424568,382,,1.1,0xC4102601,8,,,,,2018.11.28 19:23:27,1,,,,Roof Test,No,
2018.11.28 19:15:00,2018.11.28 19:15:00,,,,,,,,,,,,,,,,,,35,,2018.11.28 19:23:27,1,,,,Roof Test,No,
2018.11.28 19:15:12,2018.11.28 19:15:00,,,,2018.11.28 19:15:12,Resolved QFP,33.384345,-111.811081,12S,3694191,424561,386,,0.8,0xC4982601,10,,,,,2018.11.28 19:23:27,1,,,,Roof Test,No,
2018.11.28 19:23:27,2018.11.28 19:23:27,,,,,,,,,,,,,,,,,,,Hit,2018.11.28 19:23:27,1,No,No,,,No,
2018.11.28 19:23:27,2018.11.28 19:23:27,42,33.42518,-111.96120,,,,,,,,,,,,,,,,,2018.11.28 19:23:27,,,,,,,
2018.11.28 19:30:00,2018.11.28 19:30:00,,,,,,,,,,,,,,,,,,36,,2018.11.28 19:53:27,1,,,,Roof Test,No,
2018.11.28 19:30:12,2018.11.28 19:30:00,,,,2018.11.28 19:30:12,Resolved QFP,33.384345,-111.811101,12S,3694191,424560,382,,0.9,0xC4382681,11,,,,,2018.11.28 19:53:27,1,,,,Roof Test,No,
