Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700576A
Comment,
Iridium IMEI,300434062292790

Report Period Begins,2018.01.16 00:09:51
Report Period Ends,2021.10.08 16:00:46

Report File Number,1 of 1
File Coverage Begins,2018.01.16 00:09:51
File Coverage Ends,2021.10.08 16:00:46

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.01.16 00:09:51,2018.01.16 00:09:51,,,,,,,,,,,,,,,,,,16,,2018.01.16 00:15:01,1,,,,,Yes,
2018.01.16 00:10:39,2018.01.16 00:09:51,,,,2018.01.16 00:10:39,Succeeded,62.649290,-141.623608,7V,6946670,468035,,9.67,,,,,,,,2018.01.16 00:15:01,1,,,,,Yes,
2018.01.16 00:14:51,2018.01.16 00:09:51,,,,,,,,,,,,,,,,,1,,,2018.01.16 00:15:01,1,,,,,Yes,
2018.01.16 00:15:01,2018.01.16 00:15:01,,,,,,,,,,,,,,,,,,,Hit,2018.01.16 00:15:01,1,,,,,Yes,
2018.01.16 00:15:01,2018.01.16 00:15:01,17,62.68142,-141.64528,,,,,,,,,,,,,,,,,2018.01.16 00:15:01,,,,,,,
2018.01.19 03:38:46,2018.01.19 03:38:46,,,,,,,,,,,,,,,,,,,,2018.01.19 11:39:06,1,,Yes,,,No,
2018.01.19 08:02:20,2018.01.19 08:00:00,,,,2018.01.19 08:02:20,Resolved QFP,62.623627,-141.979997,7V,6944038,449724,648,,3.3,0x40002826,6,,,,,2018.01.19 11:39:06,1,,,,,No,
2018.01.19 11:39:06,2018.01.19 11:39:06,,,,,,,,,,,,,,,,,,15,Hit,2018.01.19 11:39:06,1,,,,,No,
2018.01.19 11:39:06,2018.01.19 11:39:06,3,62.66537,-141.97435,,,,,,,,,,,,,,,,,2018.01.19 11:39:06,,,,,,,
2018.02.04 21:33:28,2018.02.04 21:33:28,,,,,,,,,,,,,,,,,,-11,,2018.02.04 21:38:39,1,,,,,Yes,
2018.02.04 21:34:44,2018.02.04 21:33:28,,,,2018.02.04 21:34:44,Succeeded,62.642056,-141.741533,7V,6945928,461981,,11.01,,,,,,,,2018.02.04 21:38:39,1,,,,,Yes,
2018.02.04 21:38:28,2018.02.04 21:33:28,,,,,,,,,,,,,,,,,17,,,2018.02.04 21:38:39,1,,,,,Yes,
2018.02.04 21:38:39,2018.02.04 21:38:39,3,62.65640,-141.69371,,,,,,,,,,,,,,,,,2018.02.04 21:38:39,,,,,,,
2018.02.04 21:38:39,2018.02.04 21:38:39,,,,,,,,,,,,,,,,,,,Hit,2018.02.04 21:38:39,1,,,,,Yes,
2018.02.05 00:10:00,2018.02.05 00:00:00,,,,,,,,,,,,,,,,,133,,,2018.02.11 21:43:43,1,,,,Primary,No,
2018.02.05 10:00:00,2018.02.05 10:00:00,,,,,,,,,,,,,,,,,,26,,2018.02.11 21:43:43,1,,,,Primary,No,
