Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700595A
Comment,
Iridium IMEI,300434062492960

Report Period Begins,2017.12.12 17:45:00
Report Period Ends,2017.12.12 20:11:52

Report File Number,1 of 1
File Coverage Begins,2017.12.12 17:45:00
File Coverage Ends,2017.12.12 20:11:52

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2017.12.12 17:45:00,2017.12.12 17:45:00,,,,,,,,,,,,,,,,,,28,,2017.12.12 20:11:52,1,,,,Roof Test,No,
2017.12.12 17:45:10,2017.12.12 17:45:00,,,,2017.12.12 17:45:10,Resolved QFP,33.384416,-111.811178,12S,3694199,424552,387,,1.0,0x84926280,9,,,,,2017.12.12 20:11:52,1,,,,Roof Test,No,
2017.12.12 18:00:00,2017.12.12 18:00:00,,,,,,,,,,,,,,,,,,29,,2017.12.12 20:11:52,1,,,,Roof Test,No,
2017.12.12 18:00:09,2017.12.12 18:00:00,,,,2017.12.12 18:00:09,Resolved QFP,33.384404,-111.811129,12S,3694197,424557,395,,1.0,0x04926280,8,,,,,2017.12.12 20:11:52,1,,,,Roof Test,No,
2017.12.12 18:15:00,2017.12.12 18:15:00,,,,,,,,,,,,,,,,,,28,,2017.12.12 20:11:47,1,,,,Roof Test,No,
2017.12.12 18:15:09,2017.12.12 18:15:00,,,,2017.12.12 18:15:09,Resolved QFP,33.384492,-111.811128,12S,3694207,424557,398,,1.0,0xC4920280,8,,,,,2017.12.12 20:11:47,1,,,,Roof Test,No,
2017.12.12 18:30:00,2017.12.12 18:30:00,,,,,,,,,,,,,,,,,,29,,2017.12.12 20:11:47,1,,,,Roof Test,No,
2017.12.12 18:30:07,2017.12.12 18:30:00,,,,2017.12.12 18:30:07,Resolved QFP,33.384498,-111.811139,12S,3694208,424556,385,,1.0,0xC4920280,8,,,,,2017.12.12 20:11:47,1,,,,Roof Test,No,
2017.12.12 18:45:00,2017.12.12 18:45:00,,,,,,,,,,,,,,,,,,32,,2017.12.12 19:01:19,1,,,,Roof Test,No,
2017.12.12 18:45:08,2017.12.12 18:45:00,,,,2017.12.12 18:45:08,Resolved QFP,33.384456,-111.811207,12S,3694203,424550,395,,0.9,0xC4820680,8,,,,,2017.12.12 19:01:19,1,,,,Roof Test,No,
2017.12.12 19:00:00,2017.12.12 19:00:00,,,,,,,,,,,,,,,,,,33,,2017.12.12 19:01:19,1,,,,Roof Test,No,
2017.12.12 19:00:08,2017.12.12 19:00:00,,,,2017.12.12 19:00:08,Resolved QFP,33.384481,-111.811125,12S,3694206,424557,374,,0.9,0xC4820680,8,,,,,2017.12.12 19:01:19,1,,,,Roof Test,No,
2017.12.12 19:01:19,2017.12.12 19:01:19,3,33.38040,-111.80938,,,,,,,,,,,,,,,,,2017.12.12 19:01:19,,,,,,,
