Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704723A
Comment,
Iridium IMEI,300434063241820

Report Period Begins,2018.11.26 17:45:00
Report Period Ends,2023.01.20 01:46:49

Report File Number,1 of 1
File Coverage Begins,2018.11.26 17:45:00
File Coverage Ends,2023.01.20 01:46:49

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.26 17:45:00,2018.11.26 17:45:00,,,,,,,,,,,,,,,,,,26,,2018.11.26 18:11:49,1,,,,Roof Test,No,
2018.11.26 17:45:13,2018.11.26 17:45:00,,,,2018.11.26 17:45:13,Resolved QFP (Uncertain),33.384392,-111.811084,12S,3694196,424561,397,,1.8,0x04980280,6,,,,,2018.11.26 18:11:49,1,,,,Roof Test,No,
2018.11.26 18:00:00,2018.11.26 18:00:00,,,,,,,,,,,,,,,,,,30,,2018.11.26 18:11:49,1,,,,Roof Test,No,
2018.11.26 18:00:09,2018.11.26 18:00:00,,,,2018.11.26 18:00:09,Resolved QFP,33.384462,-111.811012,12S,3694204,424568,384,,1.7,0x84180280,6,,,,,2018.11.26 18:11:49,1,,,,Roof Test,No,
2018.11.26 18:11:49,2018.11.26 18:11:49,3,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.26 18:11:49,,,,,,,
2018.11.26 18:11:49,2018.11.26 18:11:49,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:11:49,1,No,No,,,No,
2018.11.26 18:15:00,2018.11.26 18:15:00,,,,,,,,,,,,,,,,,,30,,2018.11.26 18:41:50,1,,,,Roof Test,No,
2018.11.26 18:15:09,2018.11.26 18:15:00,,,,2018.11.26 18:15:09,Resolved QFP,33.384358,-111.811089,12S,3694192,424561,366,,1.7,0x84180280,6,,,,,2018.11.26 18:41:50,1,,,,Roof Test,No,
2018.11.26 18:30:00,2018.11.26 18:30:00,,,,,,,,,,,,,,,,,,31,,2018.11.26 18:41:50,1,,,,Roof Test,No,
2018.11.26 18:30:10,2018.11.26 18:30:00,,,,2018.11.26 18:30:10,Resolved QFP,33.384387,-111.811087,12S,3694195,424561,398,,1.2,0xC4980200,7,,,,,2018.11.26 18:41:50,1,,,,Roof Test,No,
2018.11.26 18:41:50,2018.11.26 18:41:50,,,,,,,,,,,,,,,,,,,Hit,2018.11.26 18:41:50,1,No,No,,,No,
2018.11.26 18:41:50,2018.11.26 18:41:50,5,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.26 18:41:50,,,,,,,
2018.11.26 18:45:00,2018.11.26 18:45:00,,,,,,,,,,,,,,,,,,32,,2018.11.26 19:11:49,1,,,,Roof Test,No,
2018.11.26 18:45:09,2018.11.26 18:45:00,,,,2018.11.26 18:45:09,Resolved QFP,33.384417,-111.811005,12S,3694199,424569,398,,0.9,0xC4980600,8,,,,,2018.11.26 19:11:49,1,,,,Roof Test,No,
