Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704802A
Comment,
Iridium IMEI,300434063154320

Report Period Begins,2018.11.19 18:45:00
Report Period Ends,2021.10.17 12:00:30

Report File Number,1 of 1
File Coverage Begins,2018.11.19 18:45:00
File Coverage Ends,2021.10.17 12:00:30

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.19 18:45:00,2018.11.19 18:45:00,,,,,,,,,,,,,,,,,,28,,2018.11.19 19:03:18,1,,,,Roof Test,No,
2018.11.19 18:45:16,2018.11.19 18:45:00,,,,2018.11.19 18:45:16,Resolved QFP,33.384392,-111.811239,12S,3694196,424547,362,,1.2,0x84984280,8,,,,,2018.11.19 19:03:18,1,,,,Roof Test,No,
2018.11.19 19:00:00,2018.11.19 19:00:00,,,,,,,,,,,,,,,,,,31,,2018.11.19 19:03:18,1,,,,Roof Test,No,
2018.11.19 19:00:11,2018.11.19 19:00:00,,,,2018.11.19 19:00:11,Resolved QFP,33.384349,-111.811222,12S,3694191,424548,344,,1.2,0x84982280,8,,,,,2018.11.19 19:03:18,1,,,,Roof Test,No,
2018.11.19 19:03:18,2018.11.19 19:03:18,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 19:03:18,1,No,No,,,No,
2018.11.19 19:03:18,2018.11.19 19:03:18,5,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.19 19:03:18,,,,,,,
2018.11.19 19:15:00,2018.11.19 19:15:00,,,,,,,,,,,,,,,,,,31,,2018.11.19 21:13:48,1,,,,Roof Test,No,
2018.11.19 19:15:08,2018.11.19 19:15:00,,,,2018.11.19 19:15:08,Resolved QFP,33.384422,-111.811282,12S,3694199,424543,371,,1.2,0xC0980280,7,,,,,2018.11.19 21:13:48,1,,,,Roof Test,No,
2018.11.19 19:30:00,2018.11.19 19:30:00,,,,,,,,,,,,,,,,,,33,,2018.11.19 21:13:48,1,,,,Roof Test,No,
2018.11.19 19:30:12,2018.11.19 19:30:00,,,,2018.11.19 19:30:12,Resolved QFP,33.384386,-111.811242,12S,3694195,424546,385,,0.9,0xC0982680,9,,,,,2018.11.19 21:13:48,1,,,,Roof Test,No,
2018.11.19 19:45:00,2018.11.19 19:45:00,,,,,,,,,,,,,,,,,,33,,2018.11.19 20:03:17,1,,,,Roof Test,No,
2018.11.19 19:45:12,2018.11.19 19:45:00,,,,2018.11.19 19:45:12,Resolved QFP (Uncertain),33.384382,-111.811247,12S,3694195,424546,376,,0.9,0xC4182601,9,,,,,2018.11.19 20:03:17,1,,,,Roof Test,No,
2018.11.19 20:00:00,2018.11.19 20:00:00,,,,,,,,,,,,,,,,,,35,,2018.11.19 20:03:17,1,,,,Roof Test,No,
