Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704813A
Comment,
Iridium IMEI,300434063152290

Report Period Begins,2018.11.19 18:45:00
Report Period Ends,2023.06.07 06:45:19

Report File Number,1 of 1
File Coverage Begins,2018.11.19 18:45:00
File Coverage Ends,2023.06.07 06:45:19

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.19 18:45:00,2018.11.19 18:45:00,,,,,,,,,,,,,,,,,,32,,2018.11.19 21:13:11,1,,,,Roof Test,No,
2018.11.19 18:45:14,2018.11.19 18:45:00,,,,2018.11.19 18:45:14,Resolved QFP,33.384472,-111.811176,12S,3694205,424553,336,,1.3,0x84182280,7,,,,,2018.11.19 21:13:11,1,,,,Roof Test,No,
2018.11.19 19:00:00,2018.11.19 19:00:00,,,,,,,,,,,,,,,,,,37,,2018.11.19 21:13:11,1,,,,Roof Test,No,
2018.11.19 19:00:15,2018.11.19 19:00:00,,,,2018.11.19 19:00:15,Resolved QFP,33.384433,-111.811140,12S,3694200,424556,318,,1.1,0x84982280,8,,,,,2018.11.19 21:13:11,1,,,,Roof Test,No,
2018.11.19 19:15:00,2018.11.19 19:15:00,,,,,,,,,,,,,,,,,,37,,2018.11.19 19:32:53,1,,,,Roof Test,No,
2018.11.19 19:15:12,2018.11.19 19:15:00,,,,2018.11.19 19:15:12,Resolved QFP,33.384367,-111.811279,12S,3694193,424543,375,,1.1,0x84902680,8,,,,,2018.11.19 19:32:53,1,,,,Roof Test,No,
2018.11.19 19:30:00,2018.11.19 19:30:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 19:32:53,1,,,,Roof Test,No,
2018.11.19 19:30:12,2018.11.19 19:30:00,,,,2018.11.19 19:30:12,Resolved QFP,33.384395,-111.811307,12S,3694196,424540,377,,1.6,0xC0980600,7,,,,,2018.11.19 19:32:53,1,,,,Roof Test,No,
2018.11.19 19:32:53,2018.11.19 19:32:53,8,33.38778,-111.76945,,,,,,,,,,,,,,,,,2018.11.19 19:32:53,,,,,,,
2018.11.19 19:32:53,2018.11.19 19:32:53,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 19:32:53,1,No,No,,,No,
2018.11.19 19:45:00,2018.11.19 19:45:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 20:02:49,1,,,,Roof Test,No,
2018.11.19 19:45:13,2018.11.19 19:45:00,,,,2018.11.19 19:45:13,Resolved QFP,33.384379,-111.811305,12S,3694195,424541,381,,0.8,0xC4982601,10,,,,,2018.11.19 20:02:49,1,,,,Roof Test,No,
2018.11.19 20:00:00,2018.11.19 20:00:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 20:02:49,1,,,,Roof Test,No,
