Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700608A
Comment,
Iridium IMEI,300434062490980

Report Period Begins,2017.12.12 17:45:00
Report Period Ends,2020.03.08 03:39:11

Report File Number,1 of 1
File Coverage Begins,2017.12.12 17:45:00
File Coverage Ends,2020.03.08 03:39:11

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2017.12.12 17:45:00,2017.12.12 17:45:00,,,,,,,,,,,,,,,,,,28,,2017.12.12 18:03:07,1,,,,Roof Test,No,
2017.12.12 17:45:10,2017.12.12 17:45:00,,,,2017.12.12 17:45:10,Resolved QFP,33.384435,-111.811106,12S,3694201,424559,387,,1.0,0x84926280,9,,,,,2017.12.12 18:03:07,1,,,,Roof Test,No,
2017.12.12 18:00:00,2017.12.12 18:00:00,,,,,,,,,,,,,,,,,,29,,2017.12.12 18:03:07,1,,,,Roof Test,No,
2017.12.12 18:00:08,2017.12.12 18:00:00,,,,2017.12.12 18:00:08,Resolved QFP,33.384430,-111.811062,12S,3694200,424563,388,,1.0,0x84922280,8,,,,,2017.12.12 18:03:07,1,,,,Roof Test,No,
2017.12.12 18:03:07,2017.12.12 18:03:07,4,33.38040,-111.80938,,,,,,,,,,,,,,,,,2017.12.12 18:03:07,,,,,,,
2017.12.12 18:03:07,2017.12.12 18:03:07,,,,,,,,,,,,,,,,,,,Hit,2017.12.12 18:03:07,1,No,No,,,No,
2017.12.12 18:15:00,2017.12.12 18:15:00,,,,,,,,,,,,,,,,,,27,,2017.12.12 18:33:14,1,,,,Roof Test,No,
2017.12.12 18:15:08,2017.12.12 18:15:00,,,,2017.12.12 18:15:08,Resolved QFP,33.384501,-111.811141,12S,3694208,424556,409,,1.0,0xC4920280,8,,,,,2017.12.12 18:33:14,1,,,,Roof Test,No,
2017.12.12 18:30:00,2017.12.12 18:30:00,,,,,,,,,,,,,,,,,,28,,2017.12.12 18:33:14,1,,,,Roof Test,No,
2017.12.12 18:30:07,2017.12.12 18:30:00,,,,2017.12.12 18:30:07,Resolved QFP,33.384503,-111.811143,12S,3694208,424556,394,,1.4,0x84920680,8,,,,,2017.12.12 18:33:14,1,,,,Roof Test,No,
2017.12.12 18:33:14,2017.12.12 18:33:14,,,,,,,,,,,,,,,,,,,Hit,2017.12.12 18:33:14,1,No,No,,,No,
2017.12.12 18:33:14,2017.12.12 18:33:14,204,33.44738,-113.94498,,,,,,,,,,,,,,,,,2017.12.12 18:33:14,,,,,,,
2017.12.12 18:45:00,2017.12.12 18:45:00,,,,,,,,,,,,,,,,,,32,,2017.12.12 19:03:02,1,,,,Roof Test,No,
2017.12.12 18:45:08,2017.12.12 18:45:00,,,,2017.12.12 18:45:08,Resolved QFP,33.384435,-111.811073,12S,3694201,424562,387,,0.8,0xC4920680,9,,,,,2017.12.12 19:03:02,1,,,,Roof Test,No,
