Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,700561A
Comment,
Iridium IMEI,300434062290810

Report Period Begins,2018.02.07 02:42:10
Report Period Ends,2021.04.16 02:06:21

Report File Number,1 of 1
File Coverage Begins,2018.02.07 02:42:10
File Coverage Ends,2021.04.16 02:06:21

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.02.07 02:42:10,2018.02.07 02:42:10,,,,,,,,,,,,,,,,,,-25,,2018.02.07 06:47:27,1,,,,,Yes,
2018.02.07 02:44:00,2018.02.07 02:42:10,,,,2018.02.07 02:44:00,Succeeded,62.737220,-142.270481,7V,6956952,435072,,14.40,,,,,,,,2018.02.07 06:47:27,1,,,,,Yes,
2018.02.07 02:47:10,2018.02.07 02:42:10,,,,,,,,,,,,,,,,,40,,,2018.02.07 06:47:27,1,,,,,Yes,
2018.02.07 06:47:27,2018.02.07 06:47:27,,,,,,,,,,,,,,,,,,,Hit,2018.02.07 06:47:27,1,,,,,Yes,
2018.02.07 06:47:27,2018.02.07 06:47:27,680,62.72467,-142.87977,,,,,,,,,,,,,,,,,2018.02.07 06:47:27,,,,,,,
2018.02.07 12:00:00,2018.02.07 12:00:00,,,,,,,,,,,,,,,,,,15,,2018.02.14 06:52:29,1,,,,Primary,No,
2018.02.07 12:00:14,2018.02.07 12:00:00,,,,2018.02.07 12:00:14,Unresolved QFP,62.728930,-142.287203,7V,6956045,434199,-6,,25.5,0x00184200,4,,,,,2018.02.14 06:52:29,1,,,,Primary,No,
2018.02.08 03:10:00,2018.02.08 03:00:00,,,,,,,,,,,,,,,,,18,,,2018.02.14 06:52:29,1,,,,Primary,No,
2018.02.08 13:00:00,2018.02.08 13:00:00,,,,,,,,,,,,,,,,,,26,,2018.02.14 06:52:29,1,,,,Primary,No,
2018.02.08 13:00:18,2018.02.08 13:00:00,,,,2018.02.08 13:00:18,Resolved QFP,62.747338,-142.276012,7V,6958084,434812,844,,1.7,0x84108280,6,,,,,2018.02.14 06:52:29,1,,,,Primary,No,
2018.02.09 04:10:00,2018.02.09 04:00:00,,,,,,,,,,,,,,,,,325,,,2018.02.14 06:52:29,1,,,,Primary,No,
2018.02.09 14:00:00,2018.02.09 14:00:00,,,,,,,,,,,,,,,,,,27,,2018.02.14 06:52:29,1,,,,Primary,No,
2018.02.09 14:00:12,2018.02.09 14:00:00,,,,2018.02.09 14:00:12,Resolved QFP,62.732640,-142.314088,7V,6956486,432833,877,,1.0,0x8C804680,8,,,,,2018.02.14 06:52:29,1,,,,Primary,No,
2018.02.09 20:00:41,2018.02.09 20:00:00,,,,2018.02.09 20:00:41,Succeeded,62.727368,-142.312930,7V,6955898,432881,,9.50,,,,41,,,,2018.02.14 06:52:29,1,,,,Primary,No,
