Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704559A
Comment,
Iridium IMEI,300434063151300

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2020.03.21 08:00:51

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2020.03.21 08:00:51

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,12,,2018.11.13 13:21:15,1,,,,Roof Test,No,
2018.11.13 13:00:15,2018.11.13 13:00:00,,,,2018.11.13 13:00:15,Resolved QFP,33.384636,-111.811203,12S,3694223,424550,390,,1.7,0x51000832,7,,,,,2018.11.13 13:21:15,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:21:15,1,,,,Roof Test,No,
2018.11.13 13:15:14,2018.11.13 13:15:00,,,,2018.11.13 13:15:14,Resolved QFP,33.384577,-111.811093,12S,3694216,424560,409,,1.4,0x51100832,8,,,,,2018.11.13 13:21:15,1,,,,Roof Test,No,
2018.11.13 13:21:15,2018.11.13 13:21:15,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:21:15,1,No,No,,,No,
2018.11.13 13:21:15,2018.11.13 13:21:15,9,33.35027,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:21:15,,,,,,,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:51:14,1,,,,Roof Test,No,
2018.11.13 13:30:12,2018.11.13 13:30:00,,,,2018.11.13 13:30:12,Resolved QFP,33.384547,-111.811169,12S,3694213,424553,385,,1.2,0x11105012,7,,,,,2018.11.13 13:51:14,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:51:14,1,,,,Roof Test,No,
2018.11.13 13:45:12,2018.11.13 13:45:00,,,,2018.11.13 13:45:12,Resolved QFP,33.384467,-111.811364,12S,3694204,424535,437,,1.3,0x51105010,7,,,,,2018.11.13 13:51:14,1,,,,Roof Test,No,
2018.11.13 13:51:14,2018.11.13 13:51:14,4,33.33185,-111.79342,,,,,,,,,,,,,,,,,2018.11.13 13:51:14,,,,,,,
2018.11.13 13:51:14,2018.11.13 13:51:14,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:51:14,1,No,No,,,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 14:21:14,1,,,,Roof Test,No,
2018.11.13 14:00:09,2018.11.13 14:00:00,,,,2018.11.13 14:00:09,Resolved QFP,33.384442,-111.811097,12S,3694201,424560,391,,1.0,0x13104812,8,,,,,2018.11.13 14:21:14,1,,,,Roof Test,No,
