Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704557A
Comment,
Iridium IMEI,300434063836520

Report Period Begins,2018.11.13 13:00:00
Report Period Ends,2018.11.13 15:15:32

Report File Number,1 of 1
File Coverage Begins,2018.11.13 13:00:00
File Coverage Ends,2018.11.13 15:15:32

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.13 13:00:00,2018.11.13 13:00:00,,,,,,,,,,,,,,,,,,11,,2018.11.13 13:15:28,1,,,,Roof Test,No,
2018.11.13 13:00:15,2018.11.13 13:00:00,,,,2018.11.13 13:00:15,Resolved QFP,33.384773,-111.811218,12S,3694238,424549,405,,1.4,0x51800812,7,,,,,2018.11.13 13:15:28,1,,,,Roof Test,No,
2018.11.13 13:15:00,2018.11.13 13:15:00,,,,,,,,,,,,,,,,,,8,,2018.11.13 13:15:28,1,,,,Roof Test,No,
2018.11.13 13:15:15,2018.11.13 13:15:00,,,,2018.11.13 13:15:15,Resolved QFP,33.384602,-111.811225,12S,3694219,424548,410,,1.8,0x51000832,7,,,,,2018.11.13 13:15:28,1,,,,Roof Test,No,
2018.11.13 13:15:28,2018.11.13 13:15:28,13,33.39885,-111.82537,,,,,,,,,,,,,,,,,2018.11.13 13:15:28,,,,,,,
2018.11.13 13:15:28,2018.11.13 13:15:28,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:15:28,1,No,No,,,No,
2018.11.13 13:30:00,2018.11.13 13:30:00,,,,,,,,,,,,,,,,,,7,,2018.11.13 13:45:31,1,,,,Roof Test,No,
2018.11.13 13:30:14,2018.11.13 13:30:00,,,,2018.11.13 13:30:14,Resolved QFP,33.384537,-111.811246,12S,3694212,424546,395,,0.9,0x51105812,9,,,,,2018.11.13 13:45:31,1,,,,Roof Test,No,
2018.11.13 13:45:00,2018.11.13 13:45:00,,,,,,,,,,,,,,,,,,6,,2018.11.13 13:45:31,1,,,,Roof Test,No,
2018.11.13 13:45:15,2018.11.13 13:45:00,,,,2018.11.13 13:45:15,Resolved QFP,33.384502,-111.811141,12S,3694208,424556,396,,1.1,0x51004812,7,,,,,2018.11.13 13:45:31,1,,,,Roof Test,No,
2018.11.13 13:45:31,2018.11.13 13:45:31,2,33.35027,-111.80938,,,,,,,,,,,,,,,,,2018.11.13 13:45:31,,,,,,,
2018.11.13 13:45:31,2018.11.13 13:45:31,,,,,,,,,,,,,,,,,,,Hit,2018.11.13 13:45:31,1,No,No,,,No,
2018.11.13 14:00:00,2018.11.13 14:00:00,,,,,,,,,,,,,,,,,,5,,2018.11.13 14:15:31,1,,,,Roof Test,No,
2018.11.13 14:00:12,2018.11.13 14:00:00,,,,2018.11.13 14:00:12,Resolved QFP,33.384421,-111.811249,12S,3694199,424546,406,,0.9,0x13105812,9,,,,,2018.11.13 14:15:31,1,,,,Roof Test,No,
