Telonics Data Report
Report Format,Complete,1
Headers Row,23
Data Source,Iridium
TDC Version,2.83 SECO1787

CTN,704691A
Comment,
Iridium IMEI,300434063242810

Report Period Begins,2018.11.19 20:30:00
Report Period Ends,2020.11.23 21:15:28

Report File Number,1 of 1
File Coverage Begins,2018.11.19 20:30:00
File Coverage Ends,2020.11.23 21:15:28

Measurement Units,,km,degrees,degrees,,,degrees,degrees,,meters,meters,meters,meters,,,,,,degrees C,Hit,,,Yes/No,Yes/No,,,Yes/No,
Resolution,,a few km,a few km,a few km,,,0.000006,0.000006,,1,1,,0.50,,,,,,,,,,,,,,,
Range Minimum,,,,,2000.01.01 00:00:00,,-90.000000,-180.000000,,,,,0.00,,,,,0,-40,,,,,,,,,
Range Maximum,,,,,2100.01.01 00:00:00,,90.000000,180.000000,,,,,127.99,,,,,65535,70,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acquisition Time,Acquisition Start Time,Iridium CEP Radius,Iridium Latitude,Iridium Longitude,GPS Fix Time,GPS Fix Attempt,GPS Latitude,GPS Longitude,GPS UTM Zone,GPS UTM Northing,GPS UTM Easting,GPS Altitude,GPS Horizontal Error,GPS Horizontal Dilution,GPS Satellite Bitmap,GPS Satellite Count,GPS Navigation Time,Activity Count,Temperature,Satellite Uplink,Receive Time,Repetition Count,Low Voltage,Mortality,Iridium Command,Schedule Set,Predeployment Data,Error
2018.11.19 20:30:00,2018.11.19 20:30:00,,,,,,,,,,,,,,,,,,35,,2018.11.19 22:57:47,1,,,,Roof Test,No,
2018.11.19 20:30:14,2018.11.19 20:30:00,,,,2018.11.19 20:30:14,Resolved QFP,33.384362,-111.811064,12S,3694192,424563,380,,1.0,0xC4282681,10,,,,,2018.11.19 22:57:47,1,,,,Roof Test,No,
2018.11.19 20:45:00,2018.11.19 20:45:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 22:57:47,1,,,,Roof Test,No,
2018.11.19 20:45:12,2018.11.19 20:45:00,,,,2018.11.19 20:45:12,Resolved QFP,33.384300,-111.811171,12S,3694186,424553,398,,1.4,0xC1282601,9,,,,,2018.11.19 22:57:47,1,,,,Roof Test,No,
2018.11.19 20:47:26,2018.11.19 20:47:26,4,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.19 20:47:26,,,,,,,Incomplete Transfer
2018.11.19 20:47:26,2018.11.19 20:47:26,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 20:47:26,1,,,,,,Incomplete Transfer
2018.11.19 21:00:00,2018.11.19 21:00:00,,,,,,,,,,,,,,,,,,39,,2018.11.19 21:17:23,1,,,,Roof Test,No,
2018.11.19 21:00:12,2018.11.19 21:00:00,,,,2018.11.19 21:00:12,Resolved QFP (Uncertain),33.384318,-111.811006,12S,3694188,424568,377,,1.5,0x41280280,6,,,,,2018.11.19 21:17:23,1,,,,Roof Test,No,
2018.11.19 21:15:00,2018.11.19 21:15:00,,,,,,,,,,,,,,,,,,40,,2018.11.19 21:17:23,1,,,,Roof Test,No,
2018.11.19 21:15:12,2018.11.19 21:15:00,,,,2018.11.19 21:15:12,Resolved QFP,33.384446,-111.811050,12S,3694202,424564,399,,0.9,0xC3280285,10,,,,,2018.11.19 21:17:23,1,,,,Roof Test,No,
2018.11.19 21:17:23,2018.11.19 21:17:23,7,33.38040,-111.80938,,,,,,,,,,,,,,,,,2018.11.19 21:17:23,,,,,,,
2018.11.19 21:17:23,2018.11.19 21:17:23,,,,,,,,,,,,,,,,,,,Hit,2018.11.19 21:17:23,1,No,No,,,No,
2018.11.19 21:30:00,2018.11.19 21:30:00,,,,,,,,,,,,,,,,,,37,,2018.11.19 21:47:21,1,,,,Roof Test,No,
